4:28 1200 14 477 27 15 2 6495
0:1090 1113 1755 1937 5088 861 1152 546
0:1673 767 2944 250 4329 4303 5506 2240
0:888 701 1919 1948 211 1454 2434 1929
0:845 15783 11567 28 15958 16388 12390 2691
0:1673 3591 2944 4805 1240 5944 767 4518
0:4808 7786 1380 12571 11939 2712 6294 746
0:1903 1395 1928 917 1477 1152 1993 2482
1:47 5058 15 11264 418 2418 14 1557
0:6850 62 8906 1500 5259 42 43 6721
0:2715 2472 3699 3016 13194 3236 5690 917
0:1538 7142 4291 3601 5588 209 9579 6359
1:4179 15073 13912 14035 7436 16045 1508 4604
3:13863 767 13410 13911 1673 3440 15197 14715
3:477 47 14 1568 15 128 1200 43
1:628 807 2446 9790 6437 12330 5298 5175
1:14607 6393 6294 10681 12244 2914 755 14264
2:5437 12260 1797 6116 4649 12690 1301 11701
1:17 1673 3591 9133 135 5944 4805 446
0:9234 446 15267 5842 3591 4622 5804 9426
0:1200 247 14 2944 1673 16045 4179 767
0:13912 14035 4604 7436 10907 15073 13247 6653
0:1005 47 5161 15 7049 772 2 12379
3:17 226 27 28 1941 2216 2461 1400
0:2691 10071 1828 8931 10469 1370 845 1761
1:10071 2691 5570 10973 12794 8931 1761 12523
0:888 1948 701 1919 10921 3966 5413 7142
1:5752 989 3582 2167 4640 3762 2235 716
0:10978 11285 8546 11286 13284 11549 2393 4369
0:1665 4689 1009 9392 1181 2596 2166 1891
1:3591 1557 1631 1673 11264 6850 47 4968
1:830 1203 845 829 8707 740 837 828
4:3591 5977 6416 4620 5919 4968 6572 1712
3:47 11264 50 418 1631 1648 1500 205
1:13786 13773 10539 13663 4130 13778 13770 13718
4:16045 4179 7790 3064 13912 4604 14035 15073
1:42 47 43 62 8906 1500 1568 276
0:10681 9026 5657 12244 4606 2139 195 5120
2:28 477 1200 14 11567 380 746 917
1:655 2798 281 628 814 283 807 2446
0:2462 2489 243 3175 2794 2788 4281 2759
0:2462 2489 3981 2216 2794 243 521 17
3:453 921 521 5267 1213 2221 3414 3808
0:16115 14988 15856 13863 15354 13476 14715 16231
2:13786 10539 13773 4130 13663 13778 13770 13718
0:2489 2462 5088 546 3089 2759 3293 3175
0:14 477 1200 28 5259 1370 2 5401
2:10681 9026 12244 5657 4606 2139 195 14607
0:4069 988 3582 3762 6218 1483 9794 2235
0:2472 12571 4367 10681 5120 9026 2715 2350
2:16045 1137 176 1987 230 1141 5772 504
2:15856 4179 14607 16318 14504 1538 14092 15324
0:4516 16045 7810 9491 8410 7169 10170 10671
4:5690 3699 1395 2715 5738 5809 2711 1922
0:888 1919 1948 701 211 2434 1929 1454
0:845 837 1203 1161 1199 830 1115 6920
0:11571 418 9432 14657 5503 1673 1648 11701
0:16045 14 2211 2240 1370 477 14607 5401
0:4069 2235 6218 988 10065 9210 9472 9392
3:1987 230 504 5772 172 509 1888 378
0:1203 2240 921 2221 1213 1104 453 2227
0:755 791 13218 1479 369 10681 709 9026
0:2445 2914 3660 6393 5282 8952 4780 9977
0:2691 1370 1152 5259 1115 1828 6014 10071
1:3291 13442 4690 11567 10944 7415 10907 11045
0:1200 14 477 767 1673 28 4520 2944
0:6359 10071 13883 16045 2691 14607 4179 1115
0:767 672 1673 2944 684 7076 12523 4310
1:1631 47 11264 50 1673 250 1590 14
2:1673 3591 5944 2944 4805 767 1240 3191
0:14715 13410 13863 15531 14782 14276 14502 15309
0:14782 767 10632 3088 13301 16475 13078 5098
1:1937 1090 9133 755 17 3981 4689 9392
4:14 477 1200 28 15 5058 1955 6495
1:7049 3804 501 14758 2418 3601 4520 2146
0:1192 1104 2240 1974 1194 1203 1665 1766
3:888 211 3981 400 1456 1919 16045 430
2:830 740 746 1115 2691 838 8707 10409
0:17 16 226 369 477 239 2261 483
0:2596 1974 1203 920 1104 4931 1009 6377
0:921 521 3839 1213 1203 6231 2008 2404
0:2489 2462 3981 9103 7545 11205 14177 243
0:281 655 2798 814 3638 283 6971 430
0:11571 418 12082 8247 9432 1648 3629 772
2:2798 281 655 814 6971 283 430 267
0:1203 6653 220 4689 760 1115 1181 944
1:1213 453 1345 921 10555 10351 3414 521
2:2240 1198 2231 5152 3100 1213 3775 1175
7:13786 4130 10539 13773 13663 13778 13770 13718
3:27 239 483 226 477 28 2462 16
0:2393 845 2558 10978 6497 11285 15025 4174
0:3981 9103 5034 7545 615 7922 9966 9164
0:4069 988 2240 4479 6218 2235 3582 4326
2:888 1919 701 2434 1948 211 1929 2087
0:11571 418 9432 1648 12637 3629 5503 6789
1:888 1590 5259 1931 8906 9218 1700 1090
1:4649 1313 5485 1301 5510 1335 1270 1308
0:1987 230 504 5772 509 176 1888 378
1:17 755 2216 226 453 5267 709 3414
2:628 1987 5175 5772 504 807 230 9790
0:14758 7049 3804 2418 5161 1005 13257 1538
0:4808 2712 12571 2715 1903 2653 7786 3699
2:1919 888 7142 1948 1041 4247 10921 1787
1:13912 15073 4604 14035 7436 1508 13247 11221
0:755 3981 709 9103 7170 7545 1398 8721
1:701 2159 4349 4743 1137 888 6953 1141
0:12571 10681 5120 9026 369 6294 226 3839
2:17 2216 453 226 3808 906 5267 6091
0:4808 1903 7786 2712 3091 1767 1451 2653
0:2087 628 4687 1403 2446 1919 14943 5039
0:14035 15073 13912 4604 7790 7436 5570 13247
0:3660 2445 135 2914 6393 4780 240 3569
1:1181 5899 8553 520 1690 3414 17 1891
0:791 1395 335 1479 6430 2018 5690 755
2:845 1903 1115 830 740 1203 828 2691
5:335 1277 17 369 3981 226 755 2216
2:3981 9103 9966 7545 7922 5034 615 8160
0:2691 10071 1370 28 14 1828 1761 1115
0:293 109 17 1181 1898 453 1213 16
0:1203 1213 2240 977 3775 1181 1104 1665
1:247 1009 1891 4689 1665 9392 944 1181
1:3981 6541 5034 5088 7922 615 2350 1259
1:3775 2240 2235 977 1665 1213 9953 1096
0:4516 9491 8410 7169 12464 11248 8413 10170
0:418 11571 9432 47 1648 6789 4649 845
2:9103 9966 14177 10605 3981 7545 12842 8158
1:1005 14607 767 5161 7049 1199 3440 1673
0:3582 13912 334 5752 989 1203 4604 10000
0:628 807 9790 2446 5175 6437 12330 3033
1:1903 1115 1910 2691 746 1353 483 1747
0:1903 1115 1910 740 830 7786 3091 1747
2:28 477 27 1200 14 2 11567 483
0:5123 8028 6653 426 7185 10907 5836 14166
1:666 380 16045 10071 14 2609 477 11567
0:1987 230 504 16045 5772 172 378 176
0:5459 9271 12891 11138 14502 13822 9872 16045
0:4179 16045 14607 12244 15223 15815 15113 15358
0:16045 4179 14502 14607 15324 15815 11138 14988
0:755 8721 5855 549 709 3981 7170 7763
1:628 807 9790 12330 247 655 1937 13028
1:1755 1401 5690 3091 4808 1767 1395 1903
0:3591 6416 5977 12805 4968 5919 6063 4620
3:69 2355 4484 9977 1401 1418 1395 10233
0:1928 917 3236 7672 2715 13194 2472 4983
1:13786 13773 10539 13663 4130 13778 13770 13718
1:4808 1903 7786 2653 3133 1928 1910 2712
0:4689 521 1665 1209 1208 1891 9392 2230
0:1903 5034 4808 3981 6127 709 7786 3091
1:767 13410 4329 2365 1673 13109 3802 4309
3:28 11567 1200 14 477 2 22 15783
1:16045 14607 4179 15815 5977 5919 6572 6063
1:11798 1712 530 10927 11250 2999 11256 11271
0:628 807 655 2446 2087 9790 12330 6437
0:14607 16045 4179 12244 6359 15113 6294 8531
0:2803 4069 29 2235 6218 242 10065 2216
0:2240 1175 1213 1755 1090 1203 4479 2211
1:701 888 1948 1919 3966 5413 3885 2434
1:1090 2087 5088 546 1403 1755 4687 1175
0:655 2798 281 814 4572 6971 267 430
1:755 1398 1400 773 791 1350 549 1090
0:7049 5161 3804 1005 1199 5270 2583 9228
0:1203 2224 2221 2240 666 2227 2225 1186
1:1213 453 921 2221 521 1203 2240 5267
3:906 69 2355 5211 1283 1401 335 2489
0:971 954 5400 4137 4001 4579 972 953
0:9026 10681 14607 12244 16045 11567 11885 16885
0:369 7672 13534 12571 2472 10681 12469 6294
0:16045 16084 14607 4179 5459 16706 14502 15815
0:2240 1665 1213 1203 2221 944 2211 9392
0:16045 16318 15267 14607 16115 16664 6359 11571
2:2803 3414 4069 247 2235 5267 2216 1344
1:10907 13912 13247 11588 13442 14035 9639 6297
5:3981 9103 5034 7545 615 8158 7922 7763
0:3699 4367 5690 4808 2715 1903 3016 5738
1:2087 628 2446 807 14943 655 5039 1403
0:16045 14559 16341 15082 15461 16146 7316 15195
0:12453 14177 10605 12571 11158 12842 3981 9966
0:9392 7192 1408 1062 3818 1069 937 6677
4:1903 4808 1115 3091 7786 740 746 2691
1:2596 1974 4931 1104 6377 920 1192 1009
1:16959 11571 16318 16084 28 16386 14144 520
0:3591 4620 5919 446 5977 4968 6416 6063
2:1181 1009 9392 1090 294 4689 944 2596
0:13863 3440 14715 15263 13911 1191 15531 14988
0:247 2365 701 1192 888 2446 1974 1104
0:28 1200 14 477 27 746 2 483
3:4069 988 4479 4689 6218 2235 4326 9210
2:1395 5690 917 1928 3699 3236 13194 7672
1:655 628 4137 814 247 807 281 971
1:11571 418 9432 1648 6789 12242 10645 12637
0:2393 10978 845 11285 6497 2558 3244 8546
0:446 5919 5977 4620 13055 4968 6416 3591
0:16045 4518 62 14608 11264 47 6721 63
0:2489 3981 243 2389 483 2462 11158 6484
0:239 2462 2489 525 243 2788 3502 3638
0:11571 1673 15041 3629 11577 11701 10608 6041
0:3944 971 4137 582 4001 5400 972 3752
2:628 807 9790 12330 14943 2446 13028 13979
1:16045 14607 4179 12244 15113 8531 10681 6359
0:11571 418 10608 12880 14732 7582 7114 9432
0:1944 845 5312 1700 7947 1459 1712 1192
1:453 281 17 814 226 655 521 2798
0:11158 369 3981 2389 239 9103 483 12571
0:4808 2712 12571 7786 2653 5690 1380 2715
0:1987 230 504 5772 176 1888 509 378
1:1451 4808 3091 1767 1903 715 12539 5002
0:418 11571 47 9432 1648 10645 128 276
4:767 14782 10632 13410 1673 4329 12115 13301
1:755 3981 6164 10983 9103 709 12312 7763
1:5267 921 453 521 6231 3414 2216 3808
0:14 477 28 746 1200 4202 11567 15783
0:4179 6723 3358 6727 7398 16045 1152 15602
0:3981 17 755 2216 226 7672 335 709
2:1673 684 2944 4689 888 767 3591 501
0:4516 7810 9491 8410 10170 7169 11248 10671
1:1755 1090 1152 1113 5152 1175 15323 1370
1:767 1673 4329 13410 2944 3802 4303 2194
0:888 1919 1041 10921 1350 7142 211 2201
1:9103 9966 14177 10605 3981 7545 12842 8158
0:845 1203 1909 837 6920 1161 7518 7147
0:5963 1937 4516 1944 9701 8410 1459 1090
1:3775 5966 1203 247 369 17 9953 977
1:16386 14715 16959 16907 14607 16749 5161 16969
1:2445 2914 3660 135 4780 3569 6393 450
1:2087 1090 4687 11027 1919 1398 3878 1403
1:628 807 9790 2446 12330 1673 6437 247
0:3981 6347 2350 615 5034 4983 5120 7922
0:28 11567 477 14 1200 746 400 8756
0:1673 3591 2944 4518 684 767 250 5944
0:1903 1767 3091 1451 914 4808 12539 715
0:971 5400 954 4001 4137 972 4579 2902
0:4689 888 2240 1665 2235 9392 1181 9953
0:2462 2489 2803 2794 4572 521 2788 5267
1:13786 10539 13773 13663 4130 13778 13770 13718
5:7049 5161 14758 3804 1005 5899 5270 1891
0:921 521 6231 453 5267 1350 3839 1345
0:655 814 281 2798 4572 267 6971 430
2:14607 1113 2211 1944 1152 1090 1937 1009
0:27 14 477 1200 28 1353 15 485
1:2596 1104 1974 247 1009 1192 977 7172
0:917 477 1200 1928 14 400 23 8878
0:4179 14035 16045 14607 15073 13912 15324 15815
4:6416 1700 42 9271 9362 5977 3591 16045
0:5752 3582 3762 989 1203 2235 2167 1439
0:672 1669 9240 1673 16045 12523 4839 4179
0:1115 1903 1395 830 1910 740 1747 2985
0:3981 7545 5034 9103 9966 7922 615 9164
0:14607 7672 369 17 12244 917 10681 2472
1:11571 5437 6116 11701 15041 12690 1797 12260
0:1203 1009 1891 9392 4689 2240 845 1665
0:14715 16045 14502 16084 13863 15531 16386 16318
0:1987 504 230 5772 509 1888 378 176
0:13410 13863 13911 14276 14657 14715 15197 15263
0:4069 628 2803 2235 807 6218 9790 13515
0:1903 7786 4808 1928 1910 3133 1747 2712
0:4069 2235 6218 988 9210 10065 1208 4479
0:28 14 11567 1200 477 746 15783 2
1:4069 3762 5752 3582 1483 989 1439 9794
0:4620 5977 3591 5919 4968 446 6416 5312
1:3981 7545 9103 9966 9164 10605 7922 2489
1:1903 1747 1910 4080 7786 917 4808 2985
0:27 3591 6416 5977 5919 4620 4968 6572
3:7049 15058 4526 10608 205 1579 11056 5611
2:14607 12244 8531 6359 16045 4179 10681 6294
0:1903 4808 7786 2712 3133 3091 1747 2653
0:16045 5459 6964 10071 9271 9362 11264 17
3:3981 615 2350 9103 6541 5034 7922 7135
0:4516 9491 8410 7169 11248 12464 10170 8413
0:830 740 1115 8707 2691 838 829 828
0:3981 28 7545 483 12571 5034 615 2489
2:14607 17 3981 10681 12244 6294 8853 4179
0:2715 3699 3016 917 13194 3236 3632 2480
1:8721 755 12312 14607 10614 17 1538 12526
0:11158 13534 12469 11939 2261 3981 10983 9103
3:14177 3981 9966 9103 12842 10605 12563 11328
0:11264 11138 14502 5459 16045 5161 47 14988
1:2462 2489 243 3175 4281 2759 2794 3981
0:1665 1208 9392 2235 4069 988 2928 1209
0:767 1673 1152 4329 12523 672 4310 3802
2:1199 3804 50 47 1005 845 7049 1657
3:1395 2914 2445 5690 1922 5265 5001 9597
1:521 453 3414 1181 1213 4946 5267 247
0:1408 12486 10907 3100 7192 11588 845 1069
0:13410 2365 15531 14276 767 15184 13109 13043
1:1673 3591 446 4620 1944 5919 4968 5944
0:2596 4069 977 7172 2235 801 6266 2803
1:7786 746 4808 1903 1380 1747 14607 2985
0:501 12526 1538 10614 2418 11995 684 369
3:239 3638 483 3502 2077 477 525 226
1:1137 2159 701 1141 4349 230 4743 479
1:3319 1090 5243 1113 1009 9392 1114 1937
0:369 12571 2472 483 7672 746 2389 917
4:917 2985 1747 4080 1928 1910 1903 3699
0:921 6231 5267 1203 521 6314 453 2404
0:921 1203 1909 1090 2240 1755 2221 1767
7:13786 10539 13773 4130 13663 13778 13770 13718
4:9271 5459 12891 9362 9872 13822 3630 11138
0:1987 4367 230 504 172 378 762 1444
0:1891 1005 5161 7049 12082 9228 5270 772
0:17 3981 226 335 1395 1479 5690 369
0:14607 917 7672 2472 1333 9223 13883 2480
0:293 109 453 921 5267 426 3414 3981
0:1398 3660 135 11027 755 1090 773 1350
0:655 4572 814 4137 3944 971 281 4001
0:1665 1891 1009 9392 1104 944 1194 1181
0:120 755 369 2355 906 2261 1395 335
2:1903 1152 1755 1147 914 1379 1115 1910
1:13786 13773 10539 13663 4130 13778 13770 13718
0:7192 937 6297 6689 571 7790 11588 1069
0:14607 17 12244 10681 369 6964 5657 8036
0:1203 1192 1104 2240 3775 1974 1009 920
6:3981 28 483 746 12571 7763 27 7545
0:2240 2221 1203 1213 2224 1175 1755 921
1:4069 988 6218 2235 4479 9210 3582 10065
3:888 1948 701 1919 1041 3966 5413 10921
0:7049 5161 1005 5270 2583 9228 3804 6041
0:5752 989 2167 4640 3762 3582 716 7149
0:2445 3660 135 1038 4780 2914 2451 450
3:28 14 477 1200 655 628 400 380
0:3981 9103 9966 7545 5034 7922 9164 8504
3:4069 2235 988 6218 9210 1208 10065 4479
1:1700 1712 1944 1192 5259 5312 6850 3704
0:7810 4516 9491 10170 8410 7169 11248 10671
1:11571 845 4649 15041 5437 9914 12260 6116
1:16045 14607 16318 14502 14782 4179 15358 15815
2:14782 767 10632 13301 16475 3088 15865 13078
4:1200 14 477 28 746 2 11567 1955
1:5752 4640 989 7149 1508 7436 2167 716
2:7790 571 6297 937 668 1862 3818 731
0:3981 615 7545 120 2350 906 9103 8160
0:1673 767 2944 684 13410 4303 3802 13109
1:2445 2914 3660 6393 4780 240 135 2768
1:5690 1395 2715 3699 5738 5265 1928 2653
1:2445 10555 3660 5267 3981 2914 628 9790
0:1673 767 13410 4329 13109 2944 3802 418
3:1903 5690 4808 3699 2292 3091 914 2715
1:11571 418 13911 9432 1673 15041 1648 5503
2:5977 6416 4620 5919 1712 4968 6572 3591
1:791 1400 2018 3007 793 4852 344 1479
0:13863 16749 14607 13911 767 845 12849 4179
4:14607 16045 12244 4179 15113 8531 10681 6359
5:128 477 772 47 1200 8791 485 15
0:12571 4808 1261 2472 1117 5120 2712 7672
1:4516 9491 8410 7169 11248 12464 7810 8413
0:1395 5690 1479 791 3282 335 2914 1922
0:4069 988 4326 6218 989 1439 5873 2235
0:2087 4687 655 3383 1130 888 1919 281
2:12571 2445 2914 3236 2472 11887 2715 7672
0:12571 6294 11887 9463 9026 12055 2472 882
2:2216 17 755 5267 453 709 226 3808
0:47 15 1200 28 477 485 14 4547
1:1987 5772 5175 230 504 628 3478 1937
0:1673 767 3591 250 501 4520 1631 2944
0:4179 276 47 16045 1590 1500 8906 477
1:5267 1937 2215 4689 2461 9133 3445 17
0:1203 2240 1192 1104 1974 1009 16045 1191
0:2691 6014 740 1115 6802 6807 5088 10444
0:3981 6294 7545 755 9103 7763 10983 8504
0:1192 628 807 655 1937 9790 2446 5175
4:3981 9103 7545 9966 8160 7922 5034 615
1:4069 2235 1755 988 4479 6218 2240 3762
0:47 276 1500 6721 62 11264 8906 42
1:1987 504 230 5772 176 1888 509 378
0:2240 1203 1665 1104 1194 2166 9392 1181
0:17 226 483 293 755 239 369 16
0:1903 4808 2712 7672 917 1910 12571 7786
0:13912 14035 4604 13247 15073 10907 8464 7436
0:1192 16045 1115 4179 1203 1104 1974 12520
0:3981 755 7763 6294 8721 7672 8504 12571
2:4069 988 4479 6218 9210 2240 9794 2235
1:2445 3660 2914 135 4780 1038 2451 3569
2:446 9133 4620 3591 5919 9426 2144 13055
0:520 2240 1203 2221 5814 1665 1104 1213
0:477 42 8906 1568 43 6850 62 1500
0:11264 14502 16045 11138 14608 5459 2944 47
0:281 814 655 1395 2798 791 267 3638
0:655 1681 380 2798 1203 281 5034 944
0:9966 9103 14177 10605 12842 3981 7545 13443
7:13786 10539 13773 13663 4130 13778 13770 13718
0:2914 2445 2240 1395 3660 6393 4780 8952
0:4808 12571 2712 917 1928 1380 6294 7672
2:418 11571 1648 1673 9432 47 5503 2418
7:13786 10539 13773 13663 4130 13778 13770 13718
0:1137 5772 2159 701 230 1987 479 4743
0:3981 5034 5088 2691 483 4983 6541 7170
2:755 1398 709 8721 549 1350 773 3120
0:740 830 2691 1115 838 8707 828 1154
0:62 42 63 2620 6721 15856 14608 1500
0:1987 504 230 5772 628 5175 8177 180
1:888 2159 1137 230 1919 1987 1141 5772
4:1009 1090 1113 9392 3319 2211 1944 4689
0:6294 4808 12571 3981 7672 9026 11216 1380
1:42 8906 43 1590 1568 1500 62 2048
1:2240 1090 4479 6218 4069 1755 988 1179
0:10681 9026 12244 5657 4606 5120 14607 195
1:2691 1115 740 10071 838 7421 830 2470
0:16045 5459 14502 16084 9271 12891 7250 14608
1:7049 3804 14758 1005 2418 4179 2215 6041
1:2914 2445 3660 4780 135 6393 3569 240
0:1903 1747 4080 1910 3699 2480 917 1928
0:845 1203 8906 15323 2240 6422 5259 2211
0:453 2216 17 226 521 5267 3808 3414
2:12571 2715 2472 917 2480 3236 7672 369
0:1755 1175 7030 4050 1980 2034 5152 6080
1:628 807 2446 9790 5175 534 12330 655
1:13786 4130 13773 10539 13663 13778 13770 13718
2:5752 7149 1700 7498 7500 4640 2167 716
7:3981 7545 9103 7922 9966 615 5034 9164
2:28 27 477 17 14 226 1200 16
3:888 1948 701 1919 211 2434 1134 1454
0:27 28 226 483 16 703 76 17
2:1673 767 1005 4329 250 4269 47 128
1:1192 1104 520 1203 2240 5814 1987 1974
0:12571 3981 3096 5034 7672 4983 2715 917
2:2445 5120 3660 2451 135 12571 5624 4780
0:4518 1673 2944 5459 7250 250 16045 5758
0:4179 6723 3358 6727 16567 7398 9854 16045
1:3091 4808 1767 1451 12539 5002 6444 5077
3:1203 2240 1974 2221 1104 1213 2224 2227
0:7786 4808 10681 6294 1903 2712 7743 3091
0:4516 9491 8410 7169 11248 12464 8413 10170
0:1665 1208 9392 2235 4069 2928 1677 944
0:11571 1944 418 15041 5503 5312 9432 13911
1:3591 1673 4968 5919 4620 5977 5944 4805
0:1090 5690 1113 1115 2691 5088 1259 861
2:3591 1673 4968 4620 5919 5977 6416 5944
1:13863 11571 14988 13911 13410 15309 14276 15263
0:453 2216 755 1345 5267 3414 709 921
1:28 477 27 14 1200 2411 485 2
0:13863 14715 15197 13911 14657 14502 13410 15263
3:746 7672 483 12571 917 4808 1928 369
2:1987 230 504 5772 509 1888 378 172
0:13786 10539 13773 4130 13663 13778 13770 13718
0:2914 5690 2445 1395 2768 5282 1922 5265
0:8906 5259 6850 1590 1500 42 43 62
5:7672 3236 2472 2480 4983 917 2715 2985
4:4649 1313 5485 1308 5510 1335 761 1301
1:1213 2221 921 2240 453 521 1203 1665
0:5752 3582 3762 989 1483 2178 4069 2167
0:2240 1175 1090 294 1181 1203 1974 1755
3:1590 43 5259 8906 107 1568 42 6850
0:2445 2914 3660 4780 135 6393 240 3569
0:767 14782 10632 13410 16475 13301 3088 15865
2:17 16 27 226 28 2221 453 2411
1:16045 9271 5459 9362 12891 11138 13822 9872
0:14559 16045 15082 16341 15461 16146 7316 15195
0:9103 3981 7545 8158 561 9966 7922 9164
0:1937 2609 5175 1987 628 5772 504 230
0:16115 16084 13476 16584 16045 16380 14988 16386
0:4179 15073 14035 13912 16045 7436 4604 1508
4:921 453 1213 2221 1264 6231 3808 2240
0:14607 4179 16045 15267 12244 15815 4435 16318
0:1203 2221 2240 520 1213 1891 5720 5814
1:14 1090 2240 477 1113 1937 5312 2211
0:1408 3291 1700 10907 1407 1409 13442 1175
1:7810 10787 10836 8477 4516 10170 5223 10674
1:2914 2445 135 3660 1192 4780 8952 2240
1:12571 2472 7672 2715 2480 369 3236 917
0:16045 14607 4179 12244 15324 15815 2593 16318
1:5752 989 7149 4604 4640 7436 13912 716
0:954 12453 3981 239 655 28 14629 971
0:755 132 888 1350 709 549 1398 773
0:14607 16045 4179 845 1199 3440 15815 9914
2:4130 13786 10539 13773 13663 13778 13770 13718
0:888 1948 701 3885 1461 1477 2434 5413
1:2445 2914 1395 2900 5282 3981 3660 2355
1:4649 11571 12260 15197 1301 5437 1313 6116
4:2418 3383 14607 4179 2087 1538 10316 6359
2:3981 2350 369 483 615 4983 1259 2472
1:4069 1483 3582 3762 5752 989 988 1439
3:1090 546 5088 1919 3293 642 888 1755
1:446 4620 5919 6063 16045 13055 7857 5842
0:27 28 14 477 2411 1200 954 971
2:6653 14035 1767 13912 15073 4179 7436 8464
5:12244 14607 6294 4179 8531 16045 755 6359
0:43 42 8906 1568 107 4179 1500 1590
2:247 1937 4689 220 4958 1181 453 4020
2:14 1673 250 15 1557 477 767 1005
0:418 11571 1648 9432 47 1631 128 1673
1:4069 988 6218 2235 9210 4479 9794 3582
1:11571 16084 15041 11701 11577 14657 16105 15253
0:7786 740 830 1115 746 2691 1903 2000
0:521 5211 5267 2216 5584 2462 453 1283
0:243 2489 2462 15377 239 11350 525 148
0:2715 3699 3016 13194 5690 5738 3236 2472
4:2715 5690 5809 2472 7348 3016 5738 4808
1:4069 6218 628 988 2235 9210 9472 10065
1:17 16 226 239 27 477 2462 2461
0:14 27 1200 477 3125 28 15 1955
1:13786 13773 10539 13663 4130 13778 13770 13718
0:1005 15 14 7049 1199 1891 47 2240
1:2445 2914 1038 3660 1395 450 135 948
1:8906 62 1500 6850 42 43 6721 2620
2:281 2798 655 814 6971 267 3638 4572
3:3981 9103 7545 7922 8158 9966 615 9164
0:2240 1203 2221 15073 1213 14 2224 9392
0:791 1479 1395 1400 2018 3007 28 3282
0:14 28 16045 477 1200 11567 27 746
2:16318 767 845 10632 7076 16045 14782 3199
0:7810 10836 10787 4516 1700 8477 10170 9491
1:1175 1408 294 1409 6177 571 568 1053
0:9392 1891 1665 4689 3495 684 2388 2166
0:1673 3591 767 5944 2944 4805 3191 4199
0:8158 9966 400 3981 7545 9103 14177 247
1:16045 4179 10909 15358 12244 7025 14607 9927
0:2445 2914 3660 4780 2768 240 6393 1395
0:8394 7185 4467 483 239 6997 10071 11158
1:13786 13773 10539 13663 4130 13778 13770 13718
1:11571 10909 10977 205 1673 16045 7714 47
1:1987 504 230 5772 378 172 1888 762
1:3591 446 4620 5919 5977 4968 13055 6416
0:14177 11205 12842 9103 12563 14877 10605 7545
0:1987 504 1665 5772 230 521 628 5175
0:1203 2221 2224 2240 1213 2227 2236 2211
4:16045 3981 9103 8158 9966 10605 7545 14607
1:14607 14502 14657 16084 11571 16045 15041 14715
0:1903 709 755 17 2216 1261 1350 1117
2:3091 1903 4808 1451 1767 715 2923 12539
1:11571 767 14502 11593 6304 11264 14988 1673
0:5152 2225 666 2221 1203 1755 9392 4069
6:16045 11571 16318 672 12523 15267 15354 418
1:888 1919 2018 1272 1395 791 1774 8080
5:13863 13911 14715 14657 13410 14988 15263 15309
5:5161 7049 1005 772 5270 9228 12082 1565
2:16045 4179 14607 1115 15358 12244 16318 2691
0:954 3981 9103 953 971 2589 2902 5400
0:1038 2589 2593 954 953 7054 971 7356
0:666 1203 829 1199 845 2240 830 9392
0:7810 10787 10836 8477 4516 10170 5223 10674
3:954 971 2589 4137 953 4579 5400 1038
2:5977 6416 4620 5919 1712 6572 4968 13055
2:3981 7545 9103 9966 9164 10605 5034 8504
0:14607 15267 446 4179 16045 15815 5842 10245
1:14035 13912 15073 4604 7436 13247 12316 8464
3:14607 4179 16045 12244 7545 15113 3981 477
0:1175 1755 1090 2240 7030 294 1408 4050
2:15 14 27 477 1200 1557 28 3125
3:5633 5630 5624 5631 5620 5926 5634 5625
1:1203 2240 1104 1192 1090 2221 921 1213
0:937 7790 7192 6297 571 6689 11588 3818
2:5088 1090 2691 1370 546 926 3293 6014
0:1673 250 10397 4518 684 2300 3591 5343
0:1192 1203 1104 9133 7415 7436 1508 16045
0:43 1568 10608 5611 4526 1590 1579 15058
2:5211 2462 2489 4281 1283 906 243 1277
4:2240 1203 1104 1192 1974 5312 7147 2226
3:13863 13410 767 14988 6729 13911 3440 14715
1:418 11571 9432 1648 6789 12242 10645 11936
0:11571 4649 5437 418 9432 12260 1797 1301
0:13912 14035 4604 15073 13247 7790 8464 7436
0:62 6721 63 14608 11264 1500 2620 5600
0:971 4137 4001 3944 582 5400 972 3752
0:971 4137 954 953 5400 4001 2589 972
3:2216 5267 453 3808 17 521 3414 2379
4:971 4137 5400 4001 954 972 4579 2878
0:47 11264 6721 16045 50 1500 1556 62
0:1944 5312 3319 1113 5243 1459 1090 1114
0:1673 767 4649 250 1301 684 5506 1313
1:7672 5690 4983 2472 2715 3236 3981 917
0:14782 10632 10071 3199 16687 16045 13301 15354
2:1408 1409 568 571 10907 3818 6177 790
0:1673 672 767 7076 12523 7647 1669 4839
2:14035 13912 15073 7436 1508 4604 8635 11221
0:62 6721 1500 63 42 2620 14608 6720
0:11567 1200 12390 16869 5259 28 16388 15783
0:28 27 16 477 2411 22 226 17
0:1203 2292 3981 335 921 1259 11328 521
0:11205 14177 12563 14877 12842 9103 10605 3981
1:2216 453 3414 17 5267 3808 921 755
1:247 453 9790 1213 628 13028 1198 1009
0:11571 4649 5437 1301 12260 1797 15041 6116
0:1987 230 504 5772 378 172 1888 509
1:1115 830 740 2691 838 8707 746 829
0:6204 11571 10510 418 8744 11667 672 11370
0:7170 3981 2462 2489 755 8721 8504 9103
0:7786 6294 12571 4808 11939 1380 746 7672
0:11571 1673 5611 1631 3629 10608 7049 1557
0:247 1673 62 4191 7114 205 7582 8384
1:1090 1755 546 1175 642 1980 5088 2114
